Index,Recipient Name,State/Territory,Type,Interim Report Status,Interim Report,Recovery Plan Status,Recovery Plan
 ,"Franklin County, Ohio",Ohio,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emet/7gKNEpUd2SbCFgcNDDxkwxtGyqVq727n.vhEhdJinSs,Submitted,https://home.treasury.gov/system/files/136/Franklin-County_2021-Recovery-Plan_SLT-2870.pdf
 ,"City Of Fresno, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emev/cjrBX8hbowy1NY9IPC53Kf9YijIfdG4Sj.EaKdKWJ9s,Submitted,https://home.treasury.gov/system/files/136/Fresno_2021-Recovery-Plan_SLT-1246.pdf
 ,"Fulton County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emew/NR10gRyTqOUbJewSAnMAD5VUgiccqB.jdQ4Z.03XOyI,Submitted,https://home.treasury.gov/system/files/136/Fulton-County_2021-Recovery-Plan_SLT-2069.pdf
 ,Government of the United States Virgin Islands,US Virgin Islands,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001enAf/p5VZTGTWDD8_DubZZ4oCw9mAfGnHXDHLuL6RZWuGDOs,Not Applicable,
 ,"Greenville County, South Carolina",South Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emeu/iSgsxZCU8L.kKYu71X0gsmJkfTXgn0Gby_vUQaOLhkM,Submitted,https://home.treasury.gov/system/files/136/Greenville-County_2021-Recovery-Plan_SLT-0618.pdf
 ,"Gwinnett County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emex/xwX6zFwjrEASqau1WlU1nBmK6Tj9_r7J_SaDMPsL2Aw,Submitted,https://home.treasury.gov/system/files/136/Gwinnett-County_2021-Recovery-Plan_SLT-2103.pdf
 ,"Hamilton County, Ohio",Ohio,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emey/WbBtyJQdE1ZbfNQY9at7wMqBTWM.lOaNnieYPOw.O4Q,Submitted,https://home.treasury.gov/system/files/136/Hamilton-County_2021-Recovery-Plan_SLT-1444.pdf
 ,"Harris County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emez/kGGqcAGWiRXTpHSsOXDm5fE99HJxiYPx6WTixouZC6k,Submitted,https://home.treasury.gov/system/files/136/Harris-County_2021-Recovery-Plan_SLT-0582.pdf
 ,"Hennepin County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emjy/iKHGbM7YbSDZrvRxc844uRrrlWJdjASCNirNS3lTX0k,Submitted,https://home.treasury.gov/system/files/136/Hennepin-County_2021-Recovery-Plan_SLT-0989.pdf
 ,"Hidalgo County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emjw/Dr5etGH5qYFcjfRlrDhvubxIo00NCH3COgIsthOkKlQ,Submitted,https://home.treasury.gov/system/files/136/Hidalgo-County_2021-Recovery-Plan_SLT-3700.pdf
 ,"Hillsborough County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emjx/.tIReGYd0cXsZmZW2qNOwlwH0flinDMdG35aV4RBUkQ,Submitted,https://home.treasury.gov/system/files/136/Hillsborough-County_2021-Recovery-Plan_SLT-0629.pdf
 ,"Jackson County, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emjz/YvkYDnQYhvUPPMpLGlShU0shkI8TpJPrMv.l4QPoqE4,Submitted,https://home.treasury.gov/system/files/136/Jackson-County_2021-Recovery-Plan_SLT-2194.pdf
 ,"Jefferson County, Colorado",Colorado,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eyo2/qGh6tLNC24_NWY9PtTgx69fSxLznKvoSL9AUratr.DM,Submitted,https://home.treasury.gov/system/files/136/Jefferson-County_2021-Recovery-Plan_SLT-0570.pdf
 ,"Jefferson County, Alabama",Alabama,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emk3/D_y87QarHlrrsZM3S4OXJeZL8uP1eA8lKD9Iw0IdHjw,Submitted,https://home.treasury.gov/system/files/136/Jefferson-County_2021-Recovery-Plan_SLT-3293.pdf
 ,"Johnson County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emk4/9ZFvImYl7uftgjGfVShqixsfNThNI5iqZgHEUS4oqYI,Submitted,https://home.treasury.gov/system/files/136/Johnson-County_2021-Recovery-Plan_SLT-0609.pdf
 ,"Kane County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eyo3/ToVjVasmFVyeAuHKzMAe64YbpzlsSCKD1cGTRQp8K10,Submitted,https://home.treasury.gov/system/files/136/Kane-County_2021-Recovery-Plan_SLT-1358.pdf
 ,"Lake County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emk6/6o0kHLA._ULvMXs9m4CfqTqZGZEC9vsyAifQYUnKxho,Submitted,https://home.treasury.gov/system/files/136/Lake-County_2021-Recovery-Plan_SLT-1268.pdf
 ,"Lee County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emk7/90ntYEqGkkPeSm1cDyBDd9hQaqK.N8Xr7vPtOijTSl4,Submitted,https://home.treasury.gov/system/files/136/Lee-County_2021-Recovery-Plan_SLT-2390.pdf
 ,"Louisville-Jefferson County Metro Government, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001enAh/cmki7fQMCJF1xLUP7IBHmJTcwULLh0v7PNjAgOuQta4,Submitted,https://home.treasury.gov/system/files/136/Louisville-Jefferson-County_2021-Recovery-Plan_SLT-1749.pdf
 ,"Metropolitan Government Of Nashville And Davidson County, Tennessee",Tennessee,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eyo4/_UJd24IoXHsfd2TWl8v4QXypToBmPEDFx0Daw.nVURc,Submitted,https://home.treasury.gov/system/files/136/Nashville-Davidson_2021-Recovery-Plan_SLT-1079.pdf
 ,"Miami-Dade County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empD/uwzfMunOafoESVrbiFMf5AkFBbKheywH1zovVq2WoUo,Submitted,https://home.treasury.gov/system/files/136/Miami-Dade-County_2021-Recovery-Plan_SLT-1225.pdf
 ,"Middlesex, County Of (Inc)",New Jersey,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empE/dA9k09CN8L3Jc4o8JgDieTCBXbvQqoeQbDsjuxLDxTo,Submitted,https://home.treasury.gov/system/files/136/Middlesex-County_2021-Recovery-Plan_SLT-1313.pdf
 ,"Milwaukee County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empF/TtBaWzUrnOtXSfcdYOFNgi5z7zEj_MghqkX8AGfyrCU,Submitted,https://home.treasury.gov/system/files/136/Milwaukee-County_2021-Recovery-Plan_SLT-0577.pdf
 ,"Montgomery County, Ohio",Ohio,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empG/GFnKUa4suf4U0kNgCB_PiwDylabikSTUHX8kOAKdoKI,Submitted,https://home.treasury.gov/system/files/136/Montgomery_2021-Recovery-Plan_SLT-2033.pdf
 ,"Montgomery County, Maryland",Maryland,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empH/1NkDqV95CYYYee4EndGFeNJ.rZvFQuQQKUhMHVezk9g,Submitted,https://home.treasury.gov/system/files/136/Montgomery-County_2021-Recovery-Plan_SLT-0583.pdf
 ,"Multnomah County, Oregon",Oregon,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empI/MVLu0vUbcoH42gDoN6RLj8W0LWfTal1UPXNxpz6I2a0,Submitted,https://home.treasury.gov/system/files/136/Multnomah-County_2021-Recovery-Plan_SLT-0544.pdf
 ,"Oklahoma County, Oklahoma",Oklahoma,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empJ/WlXq9NSgD5ApilbSLB0x1gdu1RyDi1NEf9Oj.ofQJo0,Pending,
 ,"Orange County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eyoH/JmwvCPLDoCjivDCrJRcrQaPEoNtGApHSLnedJo.o0cM,Submitted,https://home.treasury.gov/system/files/136/Orange-County_2021-Recovery-Plan_SLT-1328.pdf
 ,"Pasco County Fl, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empN/8mNADOBWgThrDYRm1yUojyo5HbfqDU10oxpezrq6T_Y,Submitted,https://home.treasury.gov/system/files/136/Pasco-County_2021-Recovery-Plan_SLT-0910.pdf
 ,"Pierce County, Washington",Washington,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empO/qvPVnvo2IA1aphpXSR7aVLg3F9J7MQN00CBJLkTw6gw,Submitted,https://home.treasury.gov/system/files/136/Pierce-County_2021-Recovery-Plan_SLT-0604.pdf
 ,"Pima County, Arizona",Arizona,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empP/vaMhDMS2ncu0H_43xORnDZ2Jo0_o5J_JrU1MsmlrtrU,Submitted,https://home.treasury.gov/system/files/136/Pima-County_2021-Recovery-Plan_SLT-0914.pdf
 ,"Polk County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eyoI/tJXCR1rQ62KQBMRLHlv7KMSxw52gyu.nfh_l1xzP9LQ,Submitted,https://home.treasury.gov/system/files/136/Polk-County_2021-Recovery-Plan_SLT-1950.pdf
 ,"Prince George'S County, Maryland",Maryland,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empR/cVbRSGZaFieRHo5FV40LUmg055XVgqS7GzWhvrOPfOE,Submitted,https://home.treasury.gov/system/files/136/Prince-George%26%23039%3Bs-County_2021-Recovery-Plan_SLT-4581.pdf
 ,"Ramsey County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empS/SY3JaubXo2zTKiXdd1LWf4Oz1WSq0.Ym3g0frZdApWw,Submitted,https://home.treasury.gov/system/files/136/Ramsey-County_2021-Recovery-Plan_SLT-0622.pdf
 ,"Sacramento County, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empT/heWiBEg9xmPFVpmCmE.J4VZDKUnQlpQtM1dtWP4wcHE,Submitted,https://home.treasury.gov/system/files/136/Sacramento-County_2021-Recovery-Plan_SLT-1548.pdf
 ,"Salt Lake County, Utah",Utah,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empU/uKeoiFe1UYq4DSCeDv9N3eTyy65A18vtDILz0qbDu2k,Submitted,https://home.treasury.gov/system/files/136/Salt-Lake-County_2021-Recovery-Plan_SLT-2010.pdf
 ,"San Joaquin County, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empV/lnET.UR0iiUBl8wePtd7q0wUunTx0DNXxo.Mhi9O08s,Submitted,https://home.treasury.gov/system/files/136/San-Joaquin-County_2021-Recovery-Plan_SLT-1293.pdf
 ,"Shelby County, Tennessee",Tennessee,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empW/JqqUwb7KN_DCnFYAlPp.2iYiCN30GOzicfWzAEl2stA,Submitted,https://home.treasury.gov/system/files/136/Shelby-County_2021-Recovery-Plan_SLT-0535.pdf
 ,"Snohomish County, Washington",Washington,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empX/jDa35UQDbnBy4rqHd4tnffsdTq9EAz23afC9mR9W33A,Submitted,https://home.treasury.gov/system/files/136/Snohomish-County_2021-Recovery-Plan_SLT-1216.pdf
 ,"Spokane County, Washington",Washington,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empY/oNMYIWosyzuVWXNkIFKxdoWXGCCqTpReCDt6nk4GO04,Submitted,https://home.treasury.gov/system/files/136/Spokane-County_2021-Recovery-Plan_SLT-0525.pdf
 ,"St. Louis County Missouri, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001empZ/2xngNyMo2V9OIOlAhCZnBSMizH1neZONvnxdmeXMz94,Not Available,
 ,State Of Alaska,Alaska,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emva/NSgvadiDj5B0mwkPGrPRxa2F6JDErd1aTrFlMHvamAw,Submitted,https://home.treasury.gov/system/files/136/Alaska_2021-Recovery-Plan_SLT-0546.pdf
 ,State Of Colorado,Colorado,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eyoS/nTbf3ixChSrQsOQJQyHyA1nqtadhY1nUx2oYVjTf3XM,Submitted,https://home.treasury.gov/system/files/136/Colorado_2021-Recovery-Plan_SLT-0896.pdf
 ,State of Connecticut,Connecticut,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emvc/Iv2Q_IOFFxBc7JJsRbhL1Q826u3UBBLjCUSExzGdRNU,Submitted,https://home.treasury.gov/system/files/136/Connecticut_2021-Recovery-Plan_SLT-1468.pdf
 ,State Of Florida,Florida,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eyoT/9d._6UI3788zqZdmRuR0ioLZ2lRxHC7KBMFAZQpTwB4,Submitted,https://home.treasury.gov/system/files/136/Florida_2021-Recovery-Plan_SLT-2564.pdf
 ,State Of Indiana,Indiana,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emve/MtZS4sBSVqghJkVztVjZWJ0qdPKGruv_ta2hLmgTswE,Submitted,https://home.treasury.gov/system/files/136/Indiana_2021-Recovery-Plan_SLT-7683.pdf
 ,State Of Michigan,Michigan,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emvf/qH3ImysR1fdcylYgJxW6vwj7UAbWQ4IbAo1dYuG57ME,Submitted,https://home.treasury.gov/system/files/136/Michigan_2021-Recovery-Plan_SLT-2423.pdf
 ,State Of Minnesota,Minnesota,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eyoU/JN9yqm7..SYtBqjmB4oIapdr8moU5zgTF9P2XPdNHmc,Submitted,https://home.treasury.gov/system/files/136/Minnesota_2021-Recovery-Plan_SLT-0790.pdf
 ,State Of Missouri,Missouri,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emvh/szprAoOMcUi_kMQmrsXyQ0q5Vxp6VzGBiYVBOGO4UHg,Pending,
 ,State Of Montana,Montana,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emvk/J6p1N4ZBM8JtE5V34u66SFe5HFGB6CUADVgi9po.S5w,Submitted,https://home.treasury.gov/system/files/136/Montana_2021-Recovery-Plan_SLT-3103.pdf
 ,State Of New Mexico,New Mexico,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emvl/GL_.hZPfUqixl971CgKjMCZr6EbgMvHUOKOlJfkD_Ro,Submitted,https://home.treasury.gov/system/files/136/New-Mexico_2021-Recovery-Plan_SLT-2118.pdf
 ,State Of North Carolina,North Carolina,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elBl/d.lNFHcoRpOwaSUV2yPOxN9uOsOG2Xu3g5IFWyZ0C84,Submitted,https://home.treasury.gov/system/files/136/North-Carolina_2021-Recovery-Plan_SLT-0541.pdf
 ,State Of Ohio,Ohio,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elBm/JzmMQAmcDWUhz.L.dz8Qwhb6vt8KHH3I3A_s0GHbB_0,Submitted,https://home.treasury.gov/system/files/136/Ohio_2021-Recovery-Plan_SLT-0803.pdf
 ,State Of Utah,Utah,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elBt/TVyBaESKc_n8KSj4.SuhhSXxSbNyH37j35EkxNdVToo,Submitted,https://home.treasury.gov/system/files/136/Utah_2021-Recovery-Plan_SLT-0843.pdf
 ,State Of West Virginia,West Virginia,State/DC,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elBu/nw2IvhEsqUcSHXg4QjIo1V35kPNdXxbFZWrgoXZDjdU,Submitted,https://home.treasury.gov/system/files/136/West-Virginia_2021-Recovery-Plan_SLT-1603.pdf
 ,"Suffolk County, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elBv/cVpUaCZugYRuti7mTN7ksvMRl5RVoUgsVcT.xJajpt8,Submitted,https://home.treasury.gov/system/files/136/Suffolk-County_2021-Recovery-Plan_SLT-0948.pdf
 ,"Tarrant County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elBw/igk8MVocdD5U64zQaNod.gvNY3qHlv2gYUyfCeLhcK4,Submitted,https://home.treasury.gov/system/files/136/Tarrant-County_2021-Recovery-Plan_SLT-0532.pdf
 ,"The County Of Volusia, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elC5/Z_29ABTjLq.44J.HpJW2i6E.j5o1IItj_K2_wv3Kc.Q,Submitted,https://home.treasury.gov/system/files/136/Volusia-County_2021-Recovery-Plan_SLT-0639.pdf
 ,"Travis County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elC7/8S5QTJj7h534Yj8vyZ8Bt6VX3WMPTb.IbBQhgZZ05hU,Submitted,https://home.treasury.gov/system/files/136/Travis-County_2021-Recovery-Plan_SLT-0665.pdf
 ,"Utah County, Utah",Utah,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elBb/ve5Nt95XtzRG5VkHzADyAGqB8cAP6jWaPdrl1DbJNXc,Submitted,https://home.treasury.gov/system/files/136/Utah-County_2021-Recovery-Plan_SLT-1193.pdf
 ,"Wake County, North Carolina",North Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eymB/QNHmchxR.cH0.jKGBIin6yu7qzgNXAQu65_IXJByMZc,Submitted,https://home.treasury.gov/system/files/136/Wake-County_2021-Recovery-Plan_SLT-0645.pdf
 ,"Washington County, Oregon",Oregon,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elBo/k5vRybKiyVS2qb22LeyJ3rpKRCX7Ab.RmYlB34fLWo8,Submitted,https://home.treasury.gov/system/files/136/Washington-County_2021-Recovery-Plan_SLT-1270.pdf
 ,"Wayne County, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elBp/yfHxyWMlz2EfNuqRTfk6Mu8OqTBSsTZNDl1aYRflF98,Submitted,https://home.treasury.gov/system/files/136/Wayne-County_2021-Recovery-Plan_SLT-3001.pdf
 ,"Westchester County, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elBq/6pPTelctHP2B2pbqlAkZofcF8uLKVBD6Z53CBh2DJw8,Submitted,https://home.treasury.gov/system/files/136/Westchester-County_2021-Recovery-Plan_SLT-0882.pdf
 ,"Will County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elBr/pRLBXLZOesMBkMO_FLsfXDx611xgtSdPsNSV2eyhBjc,Pending,
 ,"Williamson County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elBs/bGGkklj2QY68D0N3ibbF4LG.YJjYk7MybLKntKAhLcw,Submitted,https://home.treasury.gov/system/files/136/Williamson-County_2021-Recovery-Plan_SLT-0833.pdf
 ,"Ada County, Idaho",Idaho,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elC6/IURIFxN.7vmHATns0QMLhAoeXZUTWxB.vMx1p9ZP_NU,Submitted,https://home.treasury.gov/system/files/136/Ada-County_2021-Recovery-Plan_SLT-4569.pdf
 ,"Adams County, Colorado",Colorado,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elC8/vHsfsF_dKeHUhp7ALGWKCTq3L_E0eirifn6j2sYMGLI,Submitted,https://home.treasury.gov/system/files/136/Adams-County_2021-Recovery-Plan_SLT-0536.pdf
 ,"Alachua County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elC9/kcBL4a61ocmxWZx7bn8B28lAkjjPQ2XoASltc42NTyU,Submitted,https://home.treasury.gov/system/files/136/Alachua-County_2021-Recovery-Plan_SLT-0997.pdf
 ,American Samoa,American Samoa,Territorial Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCA/zqqhNJ8u6z6x9MdurcfdnhKTb77arKbps9uzp7TvVBc,Submitted,https://home.treasury.gov/system/files/136/American-Samoa_2021-Recovery-Plan_SLT-2707.pdf
 ,"Anderson County, South Carolina",South Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eymC/q8Yz2.J1QoSMRsoW__mr3QeS.mGlmTouiL4lgB8aLp4,Not Applicable,
 ,"Anoka County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCC/vKguKGYb1eH2ECj5iojYzBQznZ_1e.UfUmeO7YRX7_Y,Submitted,https://home.treasury.gov/system/files/136/Anoka-County_2021-Recovery-Plan_SLT-0862.pdf
 ,"Augusta-Richmond, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCD/FmXCoDMygo17._3AHwCny70NHYQU3IdIwsPZR1b3_yQ,Not Applicable,
 ,"Baldwin County, Alabama",Alabama,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCE/Be7ZSeRxooqwSp9AAtzN2iY04gNnlPV4yzynDC4aVCE,Not Applicable,
 ,"Bell County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCF/uMSnP8LmCg3NxIdQdkX.xobyRnqaoIBEMXj2WZ_QUw8,Submitted,https://home.treasury.gov/system/files/136/Bell-County_2021-Recovery-Plan_SLT-3274.pdf
 ,"Berkeley County, South Carolina",South Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCG/y4ByDh5SCqv11Y6XNl2jmsTBrOohh5KWXQArQevDyRw,Not Applicable,
 ,"Boulder County, Colorado",Colorado,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elld/gBLjs2OEZbFZmxrzbs9fC44AQiPisPnoiv5zRQ76D0U,Submitted,https://home.treasury.gov/system/files/136/Boulder-County_2021-Recovery-Plan_SLT-3382.pdf
 ,"Brazoria County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elle/14bYzNSVYVTXMGdh6QfCW.9xcPfODfAZiySnSYoMXgE,Submitted,https://home.treasury.gov/system/files/136/Brazoria-County_2021-Recovery-Plan_SLT-2376.pdf
 ,"Brazos County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001ellf/SzGCvAGzQY38ksubABYirScrpP2q.m2CqmOngCAcqYc,Not Applicable,
 ,"Brown County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001ellg/m.Jp32sHb6YtFIlHzFWot9EDb23NDEqDTlHjdO3_YgM,Submitted,https://home.treasury.gov/system/files/136/Brown-County_2021-Recovery-Plan_SLT-1158.pdf
 ,"Buncombe County, North Carolina",North Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001ellj/_j1Axwf24SAa2wXNXxPP84uP68oD7rbQ57LEdmoCeFo,Submitted,https://home.treasury.gov/system/files/136/Buncombe-County_2021-Recovery-Plan_SLT-1326.pdf
 ,"Butler County, Ohio",Ohio,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001ellk/oiD42GP0Eog5IPgJCcJ6H8RVKlCH2eHe27xImq.iWOM,Submitted,https://home.treasury.gov/system/files/136/Butler-County_2021-Recovery-Plan_SLT-1807.pdf
